"affected","implementer","year","flow","value"
"United Kingdom","Canada","2015","all",0.565369391194246
"United States of America","Canada","2015","all",0.354953639761473
"World","Canada","2015","all",0.336712132908818
"Argentina","China","2015","all",0.745756977965111
"Australia","China","2015","all",0.9316778428015
"Brazil","China","2015","all",0.867796010799822
"Canada","China","2015","all",0.705744379595328
"France","China","2015","all",0.837128251104066
"Germany","China","2015","all",0.871694546506404
"India","China","2015","all",0.809950829769394
"Indonesia","China","2015","all",0.754173952301116
"Italy","China","2015","all",0.770145299918997
"Japan","China","2015","all",0.858793046286788
"Mexico","China","2015","all",0.889947703434972
"Republic of Korea","China","2015","all",0.87124274469093
"Russia","China","2015","all",0.745666140487347
"Saudi Arabia","China","2015","all",0.968595547472055
"South Africa","China","2015","all",0.661194136322883
"Turkey","China","2015","all",0.834708445468252
"United Kingdom","China","2015","all",0.798842308082551
"United States of America","China","2015","all",0.840554775746614
"World","China","2015","all",0.850162812535603
"Argentina","France","2015","all",0.391990770636625
"Australia","France","2015","all",0.296087882275317
"Brazil","France","2015","all",0.501707937918484
"Canada","France","2015","all",0.471665717109883
"China","France","2015","all",0.864658318971874
"Germany","France","2015","all",0.209339378376112
"India","France","2015","all",0.388133394758987
"Indonesia","France","2015","all",0.334357025025959
"Italy","France","2015","all",0.123759557842447
"Japan","France","2015","all",0.514964186209995
"Mexico","France","2015","all",0.282380648187847
"Republic of Korea","France","2015","all",0.676102735702017
"Russia","France","2015","all",0.441827870693424
"Saudi Arabia","France","2015","all",0.0646940178738367
"South Africa","France","2015","all",0.4059142957729
"Turkey","France","2015","all",0.414299026647022
"United Kingdom","France","2015","all",0.186989934358371
"United States of America","France","2015","all",0.392598991930104
"World","France","2015","all",0.329672939660582
"Argentina","Germany","2015","all",0.40845974185051
"Australia","Germany","2015","all",0.260313114665136
"Brazil","Germany","2015","all",0.552400301141928
"Canada","Germany","2015","all",0.511048570477677
"China","Germany","2015","all",0.853768819808795
"France","Germany","2015","all",0.257475914564547
"India","Germany","2015","all",0.461991408742819
"Indonesia","Germany","2015","all",0.423597175752281
"Italy","Germany","2015","all",0.233930145679694
"Japan","Germany","2015","all",0.509048317016778
"Mexico","Germany","2015","all",0.687940769405316
"Republic of Korea","Germany","2015","all",0.668295527709973
"Russia","Germany","2015","all",0.31937820275767
"Saudi Arabia","Germany","2015","all",0.104121401506121
"South Africa","Germany","2015","all",0.497073049443592
"Turkey","Germany","2015","all",0.30749230138828
"United Kingdom","Germany","2015","all",0.242634555714906
"United States of America","Germany","2015","all",0.449575330543114
"World","Germany","2015","all",0.432305301087592
"Argentina","India","2015","all",0.846494070067799
"Australia","India","2015","all",0.907066803034509
"Brazil","India","2015","all",0.585577304500254
"Canada","India","2015","all",0.690317934340701
"China","India","2015","all",0.711196346659554
"France","India","2015","all",0.283937292063235
"Germany","India","2015","all",0.425943945356022
"Indonesia","India","2015","all",0.834005171342065
"Italy","India","2015","all",0.390892363218409
"Japan","India","2015","all",0.475446107964414
"Mexico","India","2015","all",0.106299314833927
"Republic of Korea","India","2015","all",0.573129681492508
"Russia","India","2015","all",0.522542715664854
"Saudi Arabia","India","2015","all",0.186200025840503
"South Africa","India","2015","all",0.87748306068926
"Turkey","India","2015","all",0.109537144562285
"United Kingdom","India","2015","all",0.683920441480236
"United States of America","India","2015","all",0.457538107268641
"World","India","2015","all",0.559333220824825
"Argentina","Indonesia","2015","all",0.898273688731737
"Australia","Indonesia","2015","all",0.728210723629561
"Brazil","Indonesia","2015","all",0.614507626055191
"Canada","Indonesia","2015","all",0.600689667907499
"China","Indonesia","2015","all",0.639835994822835
"France","Indonesia","2015","all",0.764481584185996
"Germany","Indonesia","2015","all",0.635649450345783
"India","Indonesia","2015","all",0.556498657018341
"Italy","Indonesia","2015","all",0.609655244309937
"Japan","Indonesia","2015","all",0.72273526133474
"Mexico","Indonesia","2015","all",0.459464385511305
"Republic of Korea","Indonesia","2015","all",0.620190216928629
"Russia","Indonesia","2015","all",0.395680240072127
"Saudi Arabia","Indonesia","2015","all",0.777406492909986
"South Africa","Indonesia","2015","all",0.284969173650063
"Turkey","Indonesia","2015","all",0.737572263601866
"United Kingdom","Indonesia","2015","all",0.556532934229301
"United States of America","Indonesia","2015","all",0.694703873314314
"World","Indonesia","2015","all",0.676863936399525
"Argentina","Italy","2015","all",0.250872815603345
"Australia","Italy","2015","all",0.321062724095052
"Brazil","Italy","2015","all",0.548142396275945
"Canada","Italy","2015","all",0.481969744901656
"China","Italy","2015","all",0.908154653368884
"France","Italy","2015","all",0.075129553692407
"Germany","Italy","2015","all",0.058875365261521
"India","Italy","2015","all",0.54961891787181
"Indonesia","Italy","2015","all",0.274485120519885
"Japan","Italy","2015","all",0.289203759638064
"Mexico","Italy","2015","all",0.43782402990909
"Republic of Korea","Italy","2015","all",0.517775982948073
"Russia","Italy","2015","all",0.376363710069917
"Saudi Arabia","Italy","2015","all",0.1401087023592
"South Africa","Italy","2015","all",0.761915198085832
"Turkey","Italy","2015","all",0.341185798237399
"United Kingdom","Italy","2015","all",0.0487253945255754
"United States of America","Italy","2015","all",0.427230264974452
"World","Italy","2015","all",0.254407565758519
"Argentina","Japan","2015","all",0.00954333195652931
"Australia","Japan","2015","all",0.0239885019025104
"Brazil","Japan","2015","all",0.0103421332695796
"Canada","Japan","2015","all",0.170563436942992
"China","Japan","2015","all",0.233100978351161
"France","Japan","2015","all",0.0601766017869921
"Germany","Japan","2015","all",0.285254847295703
"India","Japan","2015","all",0.072997051333524
"Indonesia","Japan","2015","all",0.0688918340990417
"Italy","Japan","2015","all",0.19571328578415
"Mexico","Japan","2015","all",0.0887781387299511
"Republic of Korea","Japan","2015","all",0.194598938475457
"Russia","Japan","2015","all",0.0370141618257335
"Saudi Arabia","Japan","2015","all",0.00177083707048802
"South Africa","Japan","2015","all",0.150959994230066
"Turkey","Japan","2015","all",0.119814884636654
"United Kingdom","Japan","2015","all",0.199063929191837
"United States of America","Japan","2015","all",0.140085013171209
"World","Japan","2015","all",0.15035689517287
"Argentina","Mexico","2015","all",0.213030938125575
"Australia","Mexico","2015","all",0.0136888687300908
"Brazil","Mexico","2015","all",0.278975509636398
"Canada","Mexico","2015","all",0.204624847779583
"China","Mexico","2015","all",0.0939226270422367
"France","Mexico","2015","all",0.100965745478062
"Germany","Mexico","2015","all",0.0902023091885407
"India","Mexico","2015","all",0.230866985853492
"Indonesia","Mexico","2015","all",0.194719602571626
"Italy","Mexico","2015","all",0.219415026617898
"Japan","Mexico","2015","all",0.12351009331712
"Republic of Korea","Mexico","2015","all",0.0650509708663373
"Russia","Mexico","2015","all",0.208137749290072
"Saudi Arabia","Mexico","2015","all",0.786613456287426
"South Africa","Mexico","2015","all",0.0246165070532391
"Turkey","Mexico","2015","all",0.140334037020041
"United Kingdom","Mexico","2015","all",0.148173120586696
"United States of America","Mexico","2015","all",0.179571990729472
"World","Mexico","2015","all",0.160463256610341
"Argentina","Republic of Korea","2015","all",0.0064943339663154
"Australia","Republic of Korea","2015","all",0.27914983282266
"Brazil","Republic of Korea","2015","all",0.0127185213963673
"Canada","Republic of Korea","2015","all",0.228627598947186
"China","Republic of Korea","2015","all",0.072384677212404
"France","Republic of Korea","2015","all",0.0350678861089637
"Germany","Republic of Korea","2015","all",0.0474831277033805
"India","Republic of Korea","2015","all",0.0132993276601475
"Indonesia","Republic of Korea","2015","all",0.146038393745176
"Italy","Republic of Korea","2015","all",0.00825584876675924
"Japan","Republic of Korea","2015","all",0.0544881500809561
"Mexico","Republic of Korea","2015","all",0.0436788181797419
"Russia","Republic of Korea","2015","all",0.350161536306056
"Saudi Arabia","Republic of Korea","2015","all",0.849011318180013
"South Africa","Republic of Korea","2015","all",0.0123423553981246
"Turkey","Republic of Korea","2015","all",0
"United Kingdom","Republic of Korea","2015","all",0.0415316726850009
"United States of America","Republic of Korea","2015","all",0.0458761526061576
"World","Republic of Korea","2015","all",0.146600434962292
"Argentina","Russia","2015","all",0.631464381921728
"Australia","Russia","2015","all",0.260366436395919
"Brazil","Russia","2015","all",0.902371377696586
"Canada","Russia","2015","all",0.732021388822527
"China","Russia","2015","all",0.63457049855794
"France","Russia","2015","all",0.490537091616061
"Germany","Russia","2015","all",0.559556503764593
"India","Russia","2015","all",0.682206695595986
"Indonesia","Russia","2015","all",0.539935676709015
"Italy","Russia","2015","all",0.51104928578242
"Japan","Russia","2015","all",0.851244916772164
"Mexico","Russia","2015","all",0.6011946515425
"Republic of Korea","Russia","2015","all",0.687557951318674
"Saudi Arabia","Russia","2015","all",0.172839271859764
"South Africa","Russia","2015","all",0.376055349057116
"Turkey","Russia","2015","all",0.593089349138989
"United Kingdom","Russia","2015","all",0.59493599544421
"United States of America","Russia","2015","all",0.636006958207051
"World","Russia","2015","all",0.631672746687549
"Argentina","Saudi Arabia","2015","all",0.3841063303683
"Australia","Saudi Arabia","2015","all",0.609469268096834
"Brazil","Saudi Arabia","2015","all",0.500718353305315
"Canada","Saudi Arabia","2015","all",0.367826533827596
"China","Saudi Arabia","2015","all",0.268807997318917
"France","Saudi Arabia","2015","all",0.38148868537828
"Germany","Saudi Arabia","2015","all",0.372291565957196
"India","Saudi Arabia","2015","all",0.19064597764223
"Indonesia","Saudi Arabia","2015","all",0.271807348001761
"Italy","Saudi Arabia","2015","all",0.440904410574752
"Japan","Saudi Arabia","2015","all",0.647253504988205
"Mexico","Saudi Arabia","2015","all",0.63296127183175
"Republic of Korea","Saudi Arabia","2015","all",0.601013495086714
"Russia","Saudi Arabia","2015","all",0.0680487724494819
"South Africa","Saudi Arabia","2015","all",0.424977878591825
"Turkey","Saudi Arabia","2015","all",0.391525160914969
"United Kingdom","Saudi Arabia","2015","all",0.497899354555061
"United States of America","Saudi Arabia","2015","all",0.552739782902698
"World","Saudi Arabia","2015","all",0.459526161754066
"Argentina","South Africa","2015","all",0.412673214939161
"Australia","South Africa","2015","all",0.0818947639481563
"Brazil","South Africa","2015","all",0.249690486228965
"Canada","South Africa","2015","all",0.0732509107454392
"China","South Africa","2015","all",0.371430848652956
"France","South Africa","2015","all",0.129054358260565
"Germany","South Africa","2015","all",0.212600028695167
"India","South Africa","2015","all",0.238544501592101
"Indonesia","South Africa","2015","all",0.133693632198695
"Italy","South Africa","2015","all",0.230188033458066
"Japan","South Africa","2015","all",0.140358985150911
"Mexico","South Africa","2015","all",0.221598725514097
"Republic of Korea","South Africa","2015","all",0.351103039432887
"Russia","South Africa","2015","all",0.0171170564745842
"Saudi Arabia","South Africa","2015","all",0.861208978321278
"Turkey","South Africa","2015","all",0.197294736576899
"United Kingdom","South Africa","2015","all",0.185535352115475
"United States of America","South Africa","2015","all",0.110410593828758
"World","South Africa","2015","all",0.278050210745628
